ID,rating
0,8
1,8
2,7
3,9
4,6
5,8
6,8
7,9
8,8
9,7
10,7
11,8
12,8
13,9
14,7
15,7
16,8
17,7
18,7
19,6
20,8
21,7
22,9
23,8
24,5
25,9
26,6
27,5
28,8
29,8
30,8
31,8
32,8
33,5
34,10
35,8
36,7
37,8
38,10
39,6
40,8
41,7
42,5
43,7
44,8
45,8
46,8
47,7
48,8
49,7
50,7
51,9
52,8
53,8
54,8
55,10
56,9
57,8
58,7
59,7
60,5
61,8
62,8
63,8
64,8
65,8
66,6
67,6
68,8
69,9
70,8
71,8
72,9
73,6
74,8
75,9
76,8
77,8
78,7
79,8
80,9
81,7
82,8
83,7
84,7
85,9
86,6
87,8
88,8
89,8
90,4
91,7
92,9
93,7
94,9
95,7
96,7
97,9
98,7
99,8
100,8
101,10
102,8
103,8
104,7
105,8
106,7
107,8
108,7
109,8
110,8
111,7
112,6
113,8
114,8
115,8
116,7
117,9
118,8
119,8
120,7
121,8
122,7
123,8
124,7
125,8
126,7
127,8
128,5
129,7
130,8
131,8
132,6
133,7
134,9
135,8
136,8
137,9
138,8
139,7
140,8
141,8
142,9
143,7
144,7
145,10
146,8
147,10
148,8
149,8
150,6
151,9
152,7
153,7
154,7
155,8
156,8
157,7
158,10
159,8
160,7
161,9
162,7
163,8
164,8
165,8
166,8
167,8
168,9
169,9
170,7
171,9
172,8
173,9
174,8
175,9
176,9
177,9
178,8
179,8
180,6
181,8
182,8
183,8
184,7
185,8
186,7
187,8
188,4
189,8
190,7
191,7
192,8
193,9
194,7
195,8
196,8
197,9
198,5
199,8
200,7
201,7
202,9
203,9
204,7
205,7
206,8
207,8
208,8
209,8
210,8
211,5
212,8
213,8
214,7
215,8
216,7
217,8
218,8
219,8
220,8
221,8
222,7
223,9
224,8
225,8
226,8
227,8
228,8
229,8
230,9
231,7
232,8
233,8
234,6
235,8
236,7
237,7
238,8
239,7
240,9
241,9
242,6
243,9
244,8
245,7
246,7
247,7
248,8
249,8
250,8
251,8
252,7
253,7
254,8
255,6
256,8
257,9
258,8
259,8
260,8
261,8
262,8
263,8
264,8
265,5
266,6
267,7
268,8
269,7
270,8
271,9
272,9
273,8
274,7
275,7
276,9
277,9
278,8
279,7
280,8
281,6
282,9
283,8
284,10
285,10
286,9
287,8
288,8
289,8
290,6
291,8
292,9
293,5
294,6
295,9
296,9
297,8
298,7
299,7
300,8
301,8
302,7
303,7
304,8
305,5
306,8
307,8
308,7
309,8
310,8
311,8
312,7
313,6
314,8
315,8
316,5
317,8
318,7
319,8
320,7
321,5
322,10
323,9
324,8
325,6
326,7
327,7
328,8
329,6
330,9
331,8
332,9
333,8
334,8
335,7
336,8
337,5
338,7
339,7
340,7
341,5
