ID,rating
0,7.949113022601797
1,7.923076923076923
2,7.370988113915248
3,8.57080512610903
4,5.5
5,7.947309600083141
6,7.604666056958993
7,8.813427806992644
8,8.005610098176717
9,6.866163539079917
10,7.052631578947368
11,8.417779761987891
12,7.598171547944874
13,9.215050511414415
14,7.289719626168225
15,6.62696568989137
16,8.483644017373287
17,6.666666666666667
18,7.482661587225304
19,5.833333333333333
20,7.514206992656189
21,7.198143629747769
22,8.608869059598838
23,7.613184773191828
24,5.282746851298372
25,8.626821598475072
26,6.46191649083422
27,5.399710202977704
28,7.604666056958993
29,7.921568627450981
30,7.993888368800869
31,8.153629854758126
32,7.927591788481533
33,5.197178371303061
34,9.5
35,8.0
36,7.483780434742406
37,8.291666666666666
38,9.594140829705056
39,6.0
40,7.612903225806452
41,7.454545454545454
42,5.0
43,7.289719626168225
44,7.731842939809335
45,8.5
46,7.947556913859578
47,6.5415543317801665
48,7.604666056958993
49,6.932773109243698
50,7.0
51,8.812271577644704
52,8.16066087371645
53,7.72972972972973
54,7.572573677894224
55,9.507348672830052
56,8.777967269129892
57,7.729533175815869
58,7.486932261922787
59,6.668831828162295
60,5.074660633484163
61,8.246238471826448
62,8.333798386328109
63,7.686355500758561
64,7.529049136283559
65,8.242227016546893
66,5.736
67,6.017290272534119
68,7.847652753209154
69,8.511928386797
70,8.0
71,8.358490566037736
72,8.775745571994122
73,6.5
74,8.077669902912621
75,8.747742130640125
76,7.575728192107634
77,8.225711352652567
78,6.987624800010325
79,8.206183218449377
80,9.04
81,7.35176880461473
82,7.855661215710929
83,6.722867703917683
84,7.462841859783887
85,8.89041095890411
86,5.777777777777778
87,7.604666056958993
88,8.380526946171091
89,7.910812477106885
90,4.280397022332506
91,6.600996221733061
92,9.073983377104264
93,7.261655389703243
94,9.240334447948019
95,7.289719626168225
96,7.391304347826087
97,9.418835380971068
98,7.067435394051666
99,8.343794714163637
100,7.621212121212121
101,9.638461538461538
102,7.964928445713276
103,7.533368435325288
104,7.0
105,7.620364575121046
106,7.3491027867542575
107,7.594355608785939
108,7.289719626168225
109,8.202089681066951
110,7.795163125725706
111,7.165481609585568
112,6.417950874451935
113,7.655172413793103
114,8.319950694838136
115,8.410505744842267
116,6.7
117,8.577777777777778
118,7.5
119,7.937173912433955
120,7.114256537159521
121,7.5762081784386615
122,6.9523809523809526
123,7.960856963315321
124,6.765432098765432
125,7.583285988145349
126,7.164156626506024
127,7.691493430261904
128,4.866666666666666
129,7.396990219654098
130,8.005610098176717
131,7.9411764705882355
132,6.0
133,6.561798493302799
134,8.84319203235108
135,8.255793340909182
136,7.734923651876979
137,9.053176269839362
138,7.606620151077442
139,6.554054054054054
140,7.683303063336651
141,7.6
142,9.053435114503817
143,6.75
144,7.289719626168225
145,10.0
146,8.47191011235955
147,9.629438074918863
148,8.284844159065292
149,8.005610098176717
150,6.333333333333333
151,9.053435114503817
152,6.909090909090909
153,7.289719626168225
154,7.2752068862906025
155,7.994901065172012
156,7.876871635804025
157,7.4324324324324325
158,9.758941627818507
159,7.622151838812321
160,6.6
161,8.856320460542097
162,6.715830386698306
163,7.604666056958993
164,7.763636363636364
165,7.954420867175637
166,7.5381538243175665
167,7.891178103081106
168,8.95
169,9.249146245937009
170,6.921257138439546
171,8.685943229993828
172,8.19047619047619
173,8.856320460542097
174,8.0
